"omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI"
"PERSLEIDING_RIOOLPUT_BETON,,_,,_,RI,_,PERSLEIDING,_,RIOOLPUT,_,BETON,_,,_,,_,,-,,-,,,SRI-PUT_BETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/86b4040e-07b3-450e-910d-b5208d92e2c1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cc878310-5886-4dab-9a5b-914812cf2c76"
"VACUUMLEIDING_HULPSTUK_INLAAT,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,INLAAT,_,,_,,_,,-,,-,,,SRI-HULP_INLAAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b2293531-46d4-4124-831c-59ad29664a02,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_KEERKLEP,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,KEERKLEP,_,,_,,_,,-,,-,,,SRI-HULP_KEERKLEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/170a582b-876f-43b7-9446-da4a867604c0,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_SPUIKRAAN,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,SPUIKRAAN,_,,_,,_,,-,,-,,,SRI-HULP_SPUIKRAAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/7e0e9118-46a5-41dd-afeb-b1af9534e64b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_AFSLUITER,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,AFSLUITER,_,,_,,_,,-,,-,,,SRI-HULP_AFSLUITER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6e7477dc-a370-4a70-8e16-c8afb1b1f998,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_ONTLUCHTING,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,ONTLUCHTING,_,,_,,_,,-,,-,,,SRI-HULP_ONTLUCHTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c898cb88-0792-4905-a618-7f2bf3ff58a1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_VERLOOPSTUK,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,VERLOOPSTUK,_,,_,,_,,-,,-,,,SRI-HULP_VERLOOPSTUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9b15fc18-814b-4e15-934c-253dc16bcb49,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_SCHOONMAAKSTUK,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,SCHOONMAAKSTUK,_,,_,,_,,-,,-,,,SRI-HULP_SCHOONMAAKSTUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/916fbc60-758c-4c80-9505-d8a87d5a3d95,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_EINDKAP,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,EINDKAP,_,,_,,_,,-,,-,,,SRI-HULP_EINDKAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/3a101605-042c-4c7f-ba2a-981efb6ae977,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_BELUCHTING,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,BELUCHTING,_,,_,,_,,-,,-,,,SRI-HULP_BELUCHTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b95ac9ce-e69b-4726-b292-8d0d89ecd0ec,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_VLINDERKLEP,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,VLINDERKLEP,_,,_,,_,,-,,-,,,SRI-HULP_VLINDERKLEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d3a17fcd-4244-46d3-950e-86ded39635de,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_HULPSTUK_ONTSTOPPINGSSTUK,,_,,_,RI,_,VACUUMLEIDING,_,HULPSTUK,_,ONTSTOPPINGSSTUK,_,,_,,_,,-,,-,,,SRI-HULP_ONTSTOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a691d9e4-cb07-4e37-ad7d-b07668638728,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/cbf780ad-68ad-475b-be86-fcf5180b1934"
"VACUUMLEIDING_RIOOLPUT_METSELWERK,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,METSELWERK,_,,_,,_,,-,,-,,,SRI-PUT_METSELWERK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/442fba0f-29b7-4aa4-8841-f137b2dfa3d0,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_INSPECTIEPUT,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,INSPECTIEPUT,_,,_,,_,,-,,-,,,SRI-PUT_INSPECTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/80280ce8-299c-46d9-96ea-7ab8dcfcf53c,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_PUTDEKSELHOOGTE,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,PUTDEKSELHOOGTE,_,,_,,_,,-,,-,,,SRI-PUTDEKSELHOOGTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a3e01641-5f84-4387-a5fc-b7cb48fd03cd,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_KUNSTSTOF,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,KUNSTSTOF,_,,_,,_,,-,,-,,,SRI-PUT_KUNSTSTOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/6f340871-b780-4453-b952-7c36aec55c71,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_STUWPUT,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,STUWPUT,_,,_,,_,,-,,-,,,SRI-PUT_STUWPUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c16d39bd-62cd-4471-a9ff-1b903a12ed5a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_BETON,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,BETON,_,,_,,_,,-,,-,,,SRI-PUT_BETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/417b2718-527d-4406-8fa1-6cd96a796877,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_PUTNUMMER,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,PUTNUMMER,_,,_,,_,,-,,-,,,SRI-PUTNUMMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/ce844901-f6b6-4396-a25c-4e9027634ca5,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"VACUUMLEIDING_RIOOLPUT_POMPPUT,,_,,_,RI,_,VACUUMLEIDING,_,RIOOLPUT,_,POMPPUT,_,,_,,_,,-,,-,,,SRI-PUT_POMPPUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/29b34b48-ce23-454f-886e-0fa4892efa08,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1545a06b-897a-493a-b487-654387adb4c7"
"SWA_HULPSTUK_ONTLUCHTING,,_,,_,RI,_,SWA,_,HULPSTUK,_,ONTLUCHTING,_,,_,,_,,-,,-,,,SRI-HULP_ONTLUCHTING-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1202db86-3554-4ae2-be20-3f936624bee1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_ONTLUCHTING,,_,,_,RI,_,SWA,_,HULPSTUK,_,ONTLUCHTING,_,,_,,_,,-,,-,,,V-SRI-HULP_ONTLUCHTING-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1202db86-3554-4ae2-be20-3f936624bee1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_ONTLUCHTING,,_,,_,RI,_,SWA,_,HULPSTUK,_,ONTLUCHTING,_,,_,,_,,-,,-,,,SRI-HULP_ONTLUCHTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1202db86-3554-4ae2-be20-3f936624bee1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_KEERKLEP,,_,,_,RI,_,SWA,_,HULPSTUK,_,KEERKLEP,_,,_,,_,,-,,-,,,V-SRI-HULP_KEERKLEP-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e5214a4c-89d8-4567-9137-a15e47f8c5b9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_KEERKLEP,,_,,_,RI,_,SWA,_,HULPSTUK,_,KEERKLEP,_,,_,,_,,-,,-,,,SRI-HULP_KEERKLEP-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e5214a4c-89d8-4567-9137-a15e47f8c5b9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_KEERKLEP,,_,,_,RI,_,SWA,_,HULPSTUK,_,KEERKLEP,_,,_,,_,,-,,-,,,SRI-HULP_KEERKLEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/e5214a4c-89d8-4567-9137-a15e47f8c5b9,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_SCHOONMAAKSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,SCHOONMAAKSTUK,_,,_,,_,,-,,-,,,SRI-HULP_SCHOONMAAKSTUK-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1cf1a61f-eb04-4a2a-9696-a1fe1be9e2f2,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_SCHOONMAAKSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,SCHOONMAAKSTUK,_,,_,,_,,-,,-,,,V-SRI-HULP_SCHOONMAAKSTUK-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1cf1a61f-eb04-4a2a-9696-a1fe1be9e2f2,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_SCHOONMAAKSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,SCHOONMAAKSTUK,_,,_,,_,,-,,-,,,SRI-HULP_SCHOONMAAKSTUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1cf1a61f-eb04-4a2a-9696-a1fe1be9e2f2,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_VLINDERKLEP,,_,,_,RI,_,SWA,_,HULPSTUK,_,VLINDERKLEP,_,,_,,_,,-,,-,,,SRI-HULP_VLINDERKLEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b77e1a05-dba3-40dd-910d-22ada6f89f9a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_VLINDERKLEP,,_,,_,RI,_,SWA,_,HULPSTUK,_,VLINDERKLEP,_,,_,,_,,-,,-,,,V-SRI-HULP_VLINDERKLEP-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b77e1a05-dba3-40dd-910d-22ada6f89f9a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_VLINDERKLEP,,_,,_,RI,_,SWA,_,HULPSTUK,_,VLINDERKLEP,_,,_,,_,,-,,-,,,SRI-HULP_VLINDERKLEP-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/b77e1a05-dba3-40dd-910d-22ada6f89f9a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_AFDEKPLAAT,,_,,_,RI,_,SWA,_,HULPSTUK,_,AFDEKPLAAT,_,,_,,_,,-,,-,,,V-SRI-PUT_AFDEKPLAAT-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/54160b14-bb70-4f53-9790-7346a4bc2271,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_AFDEKPLAAT,,_,,_,RI,_,SWA,_,HULPSTUK,_,AFDEKPLAAT,_,,_,,_,,-,,-,,,SRI-PUT_AFDEKPLAAT-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/54160b14-bb70-4f53-9790-7346a4bc2271,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_AFSLUITER,,_,,_,RI,_,SWA,_,HULPSTUK,_,AFSLUITER,_,,_,,_,,-,,-,,,SRI-HULP_AFSLUITER-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/64926093-83d1-461a-a265-a88ccfbe4b8b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_AFSLUITER,,_,,_,RI,_,SWA,_,HULPSTUK,_,AFSLUITER,_,,_,,_,,-,,-,,,V-SRI-HULP_AFSLUITER-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/64926093-83d1-461a-a265-a88ccfbe4b8b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_AFSLUITER,,_,,_,RI,_,SWA,_,HULPSTUK,_,AFSLUITER,_,,_,,_,,-,,-,,,SRI-HULP_AFSLUITER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/64926093-83d1-461a-a265-a88ccfbe4b8b,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_VERLOOPSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,VERLOOPSTUK,_,,_,,_,,-,,-,,,SRI-HULP_VERLOOPSTUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/46d8677e-5846-410d-ba09-94cccad97c29,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_VERLOOPSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,VERLOOPSTUK,_,,_,,_,,-,,-,,,V-SRI-HULP_VERLOOPSTUK-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/46d8677e-5846-410d-ba09-94cccad97c29,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_VERLOOPSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,VERLOOPSTUK,_,,_,,_,,-,,-,,,SRI-HULP_VERLOOPSTUK-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/46d8677e-5846-410d-ba09-94cccad97c29,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_EINDKAP,,_,,_,RI,_,SWA,_,HULPSTUK,_,EINDKAP,_,,_,,_,,-,,-,,,SRI-HULP_EINDKAP-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/71edf365-55a6-4da1-84f0-70d262c4d20a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_EINDKAP,,_,,_,RI,_,SWA,_,HULPSTUK,_,EINDKAP,_,,_,,_,,-,,-,,,SRI-HULP_EINDKAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/71edf365-55a6-4da1-84f0-70d262c4d20a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_EINDKAP,,_,,_,RI,_,SWA,_,HULPSTUK,_,EINDKAP,_,,_,,_,,-,,-,,,V-SRI-HULP_EINDKAP-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/71edf365-55a6-4da1-84f0-70d262c4d20a,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_ONTSTOPPINGSSTUK,,_,,_,RI,_,SWA,_,HULPSTUK,_,ONTSTOPPINGSSTUK,_,,_,,_,,-,,-,,,SRI-HULP_ONTSTOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/1fd8d4cd-18e2-4789-864f-e7b8afded119,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_INLAAT,,_,,_,RI,_,SWA,_,HULPSTUK,_,INLAAT,_,,_,,_,,-,,-,,,SRI-HULP_INLAAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/a16812d8-f693-435a-80d5-08a0e5f33ee1,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_BELUCHTING,,_,,_,RI,_,SWA,_,HULPSTUK,_,BELUCHTING,_,,_,,_,,-,,-,,,V-SRI-HULP_BELUCHTING-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c3d712a2-5dcb-40c0-80da-63c51d10f6ba,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_BELUCHTING,,_,,_,RI,_,SWA,_,HULPSTUK,_,BELUCHTING,_,,_,,_,,-,,-,,,SRI-HULP_BELUCHTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c3d712a2-5dcb-40c0-80da-63c51d10f6ba,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_BELUCHTING,,_,,_,RI,_,SWA,_,HULPSTUK,_,BELUCHTING,_,,_,,_,,-,,-,,,SRI-HULP_BELUCHTING-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/c3d712a2-5dcb-40c0-80da-63c51d10f6ba,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_SPUIKRAAN,,_,,_,RI,_,SWA,_,HULPSTUK,_,SPUIKRAAN,_,,_,,_,,-,,-,,,V-SRI-HULP_SPUIKRAAN-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/78d9d5c3-1111-40ae-af5e-b645774c56b8,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_SPUIKRAAN,,_,,_,RI,_,SWA,_,HULPSTUK,_,SPUIKRAAN,_,,_,,_,,-,,-,,,SRI-HULP_SPUIKRAAN-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/78d9d5c3-1111-40ae-af5e-b645774c56b8,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_HULPSTUK_SPUIKRAAN,,_,,_,RI,_,SWA,_,HULPSTUK,_,SPUIKRAAN,_,,_,,_,,-,,-,,,SRI-HULP_SPUIKRAAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/78d9d5c3-1111-40ae-af5e-b645774c56b8,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/582e9aec-0e01-495c-acb3-d7763d182573"
"SWA_RIOOLPUT_VALPUT,,_,,_,RI,_,SWA,_,RIOOLPUT,_,VALPUT,_,,_,,_,,-,,-,,,V-SRI-PUT_VALPUT-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d05e1999-4211-4059-8d96-ae9f931f6348,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/514f9052-c53c-482a-a9ee-8ecb07480d77"
"SWA_RIOOLPUT_VALPUT,,_,,_,RI,_,SWA,_,RIOOLPUT,_,VALPUT,_,,_,,_,,-,,-,,,SRI-PUT_VALPUT-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d05e1999-4211-4059-8d96-ae9f931f6348,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/514f9052-c53c-482a-a9ee-8ecb07480d77"
"SWA_RIOOLPUT_VALPUT,,_,,_,RI,_,SWA,_,RIOOLPUT,_,VALPUT,_,,_,,_,,-,,-,,,SRI-PUT_VALPUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/d05e1999-4211-4059-8d96-ae9f931f6348,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/514f9052-c53c-482a-a9ee-8ecb07480d77"
"SWA_RIOOLPUT_OVERSTORTPUT,,_,,_,RI,_,SWA,_,RIOOLPUT,_,OVERSTORTPUT,_,,_,,_,,-,,-,,,SRI-PUT_OVERSTORT-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9820f1f1-6022-42b0-bc13-eb61afb6dc28,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/514f9052-c53c-482a-a9ee-8ecb07480d77"
"SWA_RIOOLPUT_OVERSTORTPUT,,_,,_,RI,_,SWA,_,RIOOLPUT,_,OVERSTORTPUT,_,,_,,_,,-,,-,,,V-SRI-PUT_OVERSTORT-SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/9820f1f1-6022-42b0-bc13-eb61afb6dc28,http://hub.laces.tech/digitalbuildingdata/nlcs/test/test/514f9052-c53c-482a-a9ee-8ecb07480d77"
