"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#6";"Inhoudelijke issues Release 5.1";"Lijnen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@ElisabethKloren alle objecten in de NLCS hebben een linetype, die overeenkomt met het OBJECT.
De toepassing van ZZ-HIDDEN-SO is logisch om een lijn gestippeld te maken.
De rest van de algemene 'AutoCAD' lijntypes zijn nergens voor nodig.
In de database wordt ZZ-DASHDOT-SO voor slechts 2 objecten toegepast, dit is in issue #416 

Korte antwoord:
Ja, lijntype ZZ-CENTER-SO en ZZ-DASHDOT-SO mag van mij volledig verdwijnen uit de NLCS.
Hiervoor is een voorstel voor een ander lijntype bij het betreffende OBJECT."
"#7";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Aanpassen in database."
"#8";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Alles staat in versie 5.0 reeds op LOZELEIDING, daarmee kan deze ticket afgesloten worden."
"#9";"Inhoudelijke issues Release 5.1";"minor fix | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voor zover ik kan beoordelen geen impact op de mapping naar BGT."
"#10";"Inhoudelijke issues Release 5.1";"GW-grondwerk | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"op vervallen zetten in database, invloed op mapping?"
"#11";"Inhoudelijke issues Release 5.1";"BGT | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Komt inderdaad bekend voor als import van de BGT, staat niet in de mapping.
Voorstel symbool opgenomen in issue #16"
"#14";"Inhoudelijke issues Release 5.1";"BGT | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"In aanvulling op issue: #16 de symbolen voor een geleideconstructie:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/b6957b6f-1363-498f-8bb2-c59076abd8dc)

tevens opnemen in mapping!"
"#15";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Op hoogte brengen hoeft alleen voor te komen bij het OBJECT 'putrand', welke op dit moment nog geen onderdeel van de NLCS is, hiervoor is een andere issue met het voorstel beschikbaar."
"#16";"Inhoudelijke issues Release 5.1";"minor fix | BGT | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Ik heb reeds een voorstel gemaakt van alle BGT symbolen welke prima toepasbaar zijn.
![image](https://github.com/nl-digigo/NLCS/assets/144665595/5be35da8-6ac4-4628-9470-2051307a31fb)

Aandachtspunten zijn:
Naam van het boomsymbool aangepast van:
SGR-BOOM_GBKN-SO naar SGR-BOOM-SO
V-SGR-BOOM_GBKN-SO naar V-SGR-BOOM-SO
Aanvullingen zijn de SIE-WATERPOMP-SO en V-SIE_WATERPOMP-SO"
"#17";"Inhoudelijke issues Release 5.1";"documentation | Lijnen | Vastgesteld-in-EC";"";"";"check, ik pas de documentatie aan."
"#18";"Inhoudelijke issues Release 5.1";"documentation | Lijnen | eisen aan NLCS applicaties | Vastgesteld-in-EC";"";"";"> Als in GD het lijntype continous niet logisch is, omdat het geen fysiek object betreft maar bijvoorbeeld een afbreeklijn, NAP lijn of 'bestaand' maaiveld, mag een ander lijntype worden toegepast.
> 
> De softwareleveranciers kan dan gevraagd worden óf zij hierop checken in hun controletools, dan kan dit een eis worden. Er komt dan geen foutmelding, maar een waarschuwing: u heeft niet het standaard lijntype gebruikt, controleer of u deze regel heeft toegepast: Als in GD het lijntype continous niet logisch is, omdat het geen fysiek object betreft maar bijvoorbeeld een afbreeklijn, NAP lijn of 'bestaand' maaiveld, mag een ander lijntype worden toegepast

Heb de documentatie voor 5.1 aangepast."
"#19";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@SanderNijhof 
Sander, ik heb alles van jou lijst overgenomen in de voorstellen voor 5.1
Echter de ontbrekende zaken van de hoofdgroep 'KG' vindt ik wat lastig... vanuit engineering is het logisch om deze niet beschikbaar te stellen.
Gezien wij geen landgrenzen, kadastrale mutaties e.d. doorvoeren. Dit zijn allemaal zaken die achter de schermen gebeuren."
"#20";"Inhoudelijke issues Release 5.1";"documentation";"";"";"Ik heb het artikel https://nl-digigo.github.io/NLCS/requirementscadmodels/#lijntype-linetype aangepast naar de nieuwe manier van werken. Dit komt in de Releasenotes van 5.1 naar voren."
"#21";"Inhoudelijke issues Release 5.1";"Symbolen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@ElisabethKloren terechte vraag.
In een eerder EC overleg is besproken dat alle lijntypes voor figuraties komen te vervallen én alleen de strepen als lijntype blijven.

Het lijntype voor haaientanden moet dus geheel komen te vervallen uit de database. Het OBJECT moet continuous worden met de juiste symbolen gekoppeld."
"#22";"Inhoudelijke issues Release 5.1";"duplicate";"";"";"Zie #21"
"#23";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC";"";"";"Conclusie: in de documentatie staat het nu correct, dat het veel te ingewikkeld is voor gebruikers, ja. Klopt."
"#24";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Volgens GWSW:
**Rioolleiding**
**definitie**: “Samenstel van buizen tussen twee putten bestemd voor de inzameling en/of het transport van afvalwater.”
**Synoniem**: “rioolleidingen”
**Transportrioolleiding** 
**definitie:** “Een gesloten rioolleiding waarop in principe geen aansluitleidingen zijn aangesloten.”
**Synoniem:** “transportrioolleidingen, hoofdriool, hoofdriolen, moerriool, moerriolen, transportriool, transportriolen”


> OVERIG_WEESLEIDING

Als 'OVERIG' wil zeggen niet GWA, DWA, HWA, ITR, DRAINAGE, PERSLEIDING of VACUUMLEIDING, is OVERIGE dan wel terecht gebruikt?
Van een weesleiding is niet bekend welk type leiding het is. 
Kan weesleiding daarom wel iets anders zijn dan B-..-..-WEESLEIDING-G ?"
"#27";"Inhoudelijke issues Release 5.1";"documentation | Bespreken EC";"";"";"Hier toegevoegd dat spaties zijn toegestaan in objectnamen: https://nl-digigo.github.io/NLCS/requirementscadmodels/#object-en-subobject"
"#28";"Inhoudelijke issues Release 5.1";"duplicate";"";"";"wegens dubbeling sluit ik deze issue"
"#30";"Inhoudelijke issues Release 5.1";"minor fix | documentation | Lijnen | Vastgesteld-in-EC";"";"";"documentatie is aangepast, term continuous blijft in gebruik in database, definitie geeft aan wat ermee bedoeld wordt"
"#31";"Inhoudelijke issues Release 5.1";"minor fix | documentation | kleuren | Vastgesteld-in-EC";"";"";"verwerkt in de documentatie"
"#32";"Inhoudelijke issues Release 5.1";"documentation | extra review expertcommissie vereist | maatvoering-leaders-teksten";"";"";"en deze voorbeelden:
<table class=""tabel3"" title=""voorbeelden benaming van maatvoeringsstijlen"">
  <tr>
    <th>Stijl</th>
    <th>Beschrijving</th>
  </tr>
  <tr>
    <td>NLCS-M100-T25-PIJL_X_X</td>
    <td>NLCS maatvoeringstijl in meters, schaal 1:100, teksthoogte 2.5, pijl als symbool;</td>
  </tr>
   <tr>
    <td>NLCS-M100-T25-PIJL_X_BG</td>
    <td>NLCS maatvoeringstijl in meters, schaal 1:100, teksthoogte 2.5, pijl als symbool; met backgroundmask</td>
  </tr>
  <tr>
    <td>NLCS-MM20-T25_CURSIEF-BOL_X_X</td>
    <td>NLCS maatvoeringstijl in millimeters, schaal 1:20, teksthoogte 2.5, tekst cursief, bol als symbool;</td>
  </tr>
  <tr>
    <td>NLCS-M500-T25-OPENBOL_X_X</td>
    <td>NLCS maatvoeringstijl voor de toepassing van coördinaten: in meters, schaal 1:500, teksthoogte 2.5, open bol als symbool;</td>
  </tr>
  <tr>
    <td>NLCS-M500-T18-SCHRAP_X_X</td>
    <td>NLCS maatvoeringstijl in meters, schaal 1:500, teksthoogte 1.8, schrap als symbool;</td>
  </tr>
  <tr>
    <td>NLCS-ANNOTATIEF-T25-PIJL_X_X</td>
    <td>NLCS maatvoeringstijl met teksthoogte 2.5, pijl als symbool, annotatief; in dit geval is de eenheid in de naam niet van belang vanwege de annotatieve schaal;</td>
  </tr>
  <tr>
    <td>NLCS-M100-T25-PIJL_X_X-L2_H1</td>
    <td>NLCS maatvoeringstijl in meters, schaal 1:100, teksthoogte 2.5, pijl als symbool, zonder aanhaallijnen, 2 decimalen voor lineaire maten, 1 decimaal voor hoeken;</td>
  </tr>
  <tr>
    <td>NLCS-M500_T25-OPENBOL_X_X_L2_H1</td>
    <td>NLCS maatvoeringstijl voor de toepassing van coördinaten: in meters, schaal 1:500, teksthoogte 2.5, open bol als symbool, zonder aanhaallijnen, 2 decimalen voor lineaire maten, 1 decimaal voor hoeken;</td>
  </tr>
  <tr>
    <td>NLCS-MM20-T25_CURSIEF-BOL_A_X_L2_H2</td>
    <td>NLCS maatvoeringstijl in millimeters, schaal 1:20, teksthoogte 2.5, tekst cursief, bol als symbool, met aanhaallijnen, 2 decimalen voor lineaire maten, 2 decimalen voor hoeken.</td>
  </tr>
</table>"
"#33";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Onderstaand mogen m.i. komen te vervallen:
- ASFALTBAND
- PLAKBAND
- SIGNALERINGSBAND <- is een standaard band, aangevuld met ogen/lampen. Zonder afmeting niet als zelfstandig toepasbaar.
- TALUDBAND"
"#34";"Inhoudelijke issues Release 5.1";"OG-ondergrond | Vastgesteld-in-EC";"";"";"BGT mapping is inderdaad actie als ik alle wijzigingen verwerkt heb"
"#36";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Lijnen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"RI_SWA wordt inderdaad bedoeld.
Deze kan komen te vervallen, betreft dan de linetypes:
RI-SWA_AANSLUITLEIDING-SO
RI_SWA_VARIANT01-SO
RI-SWA_-SO
V-RI-SWA_AANSLUITLEIDING-SO
V-RI_SWA_VARIANT01-SO
V-RI-SWA_-SO"
"#37";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"symbool moet nog worden gemaakt"
"#39";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Algemene lijntype issue, oplossing in issue #373 opgenomen.

Ondertussen ben ik een hoop NLCS projecten verder:
Het lijntype 'materiaalgrens' is te grof voor zijn toepassing.
Minimaal een factor 0.5 zou gewenst zijn voor een juiste presentatie.

Voorstel lijntype:
*VH-MATERIAALGRENS-SO,
A,1,-1


Vraag aan het EC:
Een materiaalgrens is een 'stippellijn'.
Overgang naar een ander verband is 'letterlijk gezien' geen materiaalgrens, maar een 'verbandgrens'.
Deze wordt nu vaak getekend met 'openverharding' om het algemeen te houden.
Hiervoor zou ook een oplossing moeten komen, zelf hebben wij 'verbandgrens' als object geintroduceerd. Deze is dan echter weer doorgetrokken.
Een 'molgoot' is eigenlijk ook een materiaalgrens, maar die is weer continuous.
Al met al, is het allemaal hetzelfde doel maar niet erg consquent.

Voorstel:
Materiaalgrens en molgoot (alle betreatte 'goten') gelijk aan elkaar maken.
Verbandgrens toevoegen met dezelfde presentatie

Mijn voorkeur, is om al deze 'grenzen' gestippeld te maken, zoals de materiaalgrens nu is, maar dan met het aangepaste lijntype. dit maar de tekening vele malen duidelijker, ook wanneer er goten langs de doorgetrokken banden lopen."
"#42";"Inhoudelijke issues Release 5.1";"documentation | ZZ_voor alle hoofdgroepen | eisen aan NLCS applicaties | extra review expertcommissie vereist | CAD interoperabiliteit";"";"";"als zodanig opgenomen in de database"
"#43";"Inhoudelijke issues Release 5.1";"minor fix | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Aangeleverde bestand van Sander aangepast voor NLCS release in DWG.

![image](https://github.com/nl-digigo/NLCS/assets/144665595/d704f7a7-6a76-4a88-8095-6e68c8370057)"
"#45";"Inhoudelijke issues Release 5.1";"minor fix | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voorstel:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/03e268e7-56ba-46b2-a396-e9cf2c55b0e3)
Background color 254, net als de verhardingen."
"#46";"Inhoudelijke issues Release 5.1";"IE-inrichtingselementen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Symbool voor een fietstrommel:
SIE-WEG_FIETSTROMMEL-SO

Aanvullend:
SIE-FIETSENKLUIS-SO hernoemen naar SIE-WEG_FIETSKLUIS-SO
SIE-WEG_FIETSREK-SO hernoemen naar SIE-WEG_FIETSENREK-SO
SIE-WEG_FIETSENREK-SO hernoemen naar SIE-WEG_FIETSKLEM-SO


![image](https://github.com/nl-digigo/NLCS/assets/144665595/f85267ee-68bd-4bbd-b944-688b863c509e)"
"#47";"Inhoudelijke issues Release 5.1";"documentation | doorsneden | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"4.4.2.a aanpassen
Een verwijzing naar een doorsnede wordt aangeven met een doorsnedensymbool. Dit bestaat uit een lijn van het type ""gemengde streeplijn"" met een lijndikte van 0.35 mm. Haaks op de lijn staan pijlen, die de kijkrichting aangeven. De pijlen zijn voorzien van een letter die de doorsnede specificeert. De (geplotte) teksthoogte is 5.0 mm.

en in de database nalopen."
"#48";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Na wat onderzoek, blijkt het Nederlandse woord voor 'Cobblestone' 'Kasseien' te zijn.
voorstel om die aan te passen.
Betreft:
VH-OPENVERHARDING_COBBLESTONE	=>	VH-OPENVERHARDING_KASSEIEN
AVH-COBBLESTONE-SO				=>	AVH-KASSEIEN-SO
AVH-COBBLESTONE-SOD			=>	AVH-KASSEIEN-SOD
SVH-COBBLESTONE-SO				=>	SVH-KASSEIEN-SO
SVH-COBBLESTONE_KL-SO			=>	SVH-KASSEIEN_KL-SO"
"#49";"Inhoudelijke issues Release 5.1";"BC betonconstructies | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Betreft database aanpassing. geen actie voor mij nodig."
"#50";"Inhoudelijke issues Release 5.1";"documentation | VH - verhardingen | Vastgesteld-in-EC";"";"";"afbeelding toegevoegd in de documentatie"
"#51";"Inhoudelijke issues Release 5.1";"VH - verhardingen | eisen aan NLCS applicaties | extra review expertcommissie vereist";"";"";"issue #504 voor release 6.0"
"#52";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Ik heb een analyse gedaan op alles symbolen van SVH: onderstaand de blocks welke in heb herzien:
![image](https://github.com/nl-digigo/NLCS/assets/144665595/91973505-f88c-4ff6-b778-3236703cdf3d)

V-SVH-SBS_DIKFORMAAT_KEPER_KL-SO
V-SVH-SBS_DIKFORMAAT_HALFST_KL-SO
V-SVH-SBS_DIKFORMAAT_ELLEBOOG_KL-SO
V-SVH-SBS_DIKFORMAAT_BLOK_KL-SO
V-SVH-SBS_DIKFORMAAT_BLOK-SO
V-SVH-ROOSTER-SO
V-SVH-GEOTEXTIEL-SO
V-SVH-BSS_LINGEFORMAAT_KLEZOOR_KL-SO
V-SVH-BSS_LINGEFORMAAT_ELLEBOOG_KL-SO
V-SVH-BSS_LINGEFORMAAT_DRIEKWART_KL-SO
V-SVH-BSS_DIKFORMAAT_KEPER_KL-SO
V-SVH-BSS_DIKFORMAAT_HALFST_KL-SO
V-SVH-BSS_DIKFORMAAT_BLOK_KL-SO
SVH-SBS_DIKFORMAAT_BLOK_KL-SO
SVH-SBS_DIKFORMAAT_BLOK-SO
SVH-GEOTEXTIEL-SO
SVH-BSS_LINGEFORMAAT_KLEZOOR_KL-SO
SVH-BSS_LINGEFORMAAT_ELLEBOOG_KL-SO
SVH-BSS_LINGEFORMAAT_DRIEKWART_KL-SO
SVH-BETON_SCHRAAL-SO"
"#53";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Door het laten vervallen van de hogotesymbolen, en het werken met teksten en lijndiktes voor symbolen, is deze issue eenvoudig opgelost voor 5.1"
"#54";"Inhoudelijke issues Release 5.1";"AL - Algemeen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Voorstel: AL-VERWIJZING_DETAIL continuous maken met een lineweight van 0.50"
"#55";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Is het noodzakelijk dat een detailaanduiding een lijntype heeft? Persoonlijk zou ik deze lekker ‘dik’ Continuous aangeven. Voorstel: lijntype geheel laten vervallen."
"#56";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"De 'grote' en 'kleine' symbolen mogen wat mij betreft gewoon blijven.
De weergave daarvan kan inderdaad wel wat beter. maar dat is weer een andere discussie. ;-)

In bovenstaande voorstel heb ik de bestaande bibliotheek even flink op de schop genomen, maar de huidige logica wel in stand gehouden."
"#57";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"lijnstijl aangepast in database"
"#58";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"zie ook #131"
"#59";"Inhoudelijke issues Release 5.1";"duplicate | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie voor de gekozen oplossing #57"
"#61";"Inhoudelijke issues Release 5.1";"VH - verhardingen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"wat mij betreft houden we deze symbolen ,dat het er veel zijn is geen argument. Als deze maten niet te vinden zijn bij leveranciers zijn het wellicht oude maten die nog wel bestaand voorkomen. Mijn voorstel is ze op te nemen omdat deze gebruiker ze tegenkomt."
"#62";"Inhoudelijke issues Release 5.1";"RI_riolering-en-GWSW | Symbolen | VH - verhardingen | Vastgesteld-in-EC";"";"";"De linked data publicatie geeft een relatie tussen object en symbool, die wordt overgeërfd. Daarmee kun je dus op een lager niveau het symbool terugvinden dat op een hoger niveau gekoppeld is.

Daarnaast is de discussie: moet er G/S in de bibliotheek staan om een symbool te mogen plaatsen? Het antwoord is nee, er staat S als er voor die laag een specifiek symbool aanwezig is in de database, je mag altijd je eigen symbool toevoegen volgens de regels van NLCS of dus het generiekere bovenliggende NLCS symbool gebruiken. Voor deze discussie bestaat issue #236 die is beslecht met het antwoord wat ik hier ook geef."
"#64";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC";"";"";"Heb nu dit in de documentatie gezet:

*  De punt (.) wordt gebruikt als decimaalteken. Onderbouwing: Dit wijkt af van ISO-normen, maar sluit aan op de CAD pakketten waarvoor deze standaard is gemaakt. 
*  Er wordt geen gebruik gemaakt van een scheidingsteken voor duizendtallen, ook weer in aansluiting op de gebruikte CAD-pakketten."
