"Issue";"Milestone";"Labels";"Release Note";"No Change";"Laatste Comment"
"#171";"Inhoudelijke issues Release 5.1";"Arceringen | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Bekend probleem, hebben wij lokaal opgelost.
Probleem zit in de volgende objecten;
FUNDERING
FUNDERING_BIMS
FUNDERING_EPS
FUNDERING_GRANULAAT
FUNDERING_GRANULAAT_BETON
FUNDERING_GRANULAAT_MENG
FUNDERING_GRANULAAT_MENG_HYDRAULISCH
FUNDERING_SCHUIMBETON
FUNDERING_SLAKKEN
FUNDERING_SLAKKEN_AVI
FUNDERING_SLAKKEN_HOOGOVEN
FUNDERING_ZAND
FUNDERING_ZANDCEMENTSTABILISATIE
HERSTRATEN
KANTOPSLUITING
KANTOPSLUITING_LEICONBLOK
OPENVERHARDING_TEGEL_ZINLOOS GEWELD TEGEL
VERHARDING
VERHARDING_GLAS
VERHARDING_HALFOPEN
VERHARDING_OVERIG
KNIPLIJN

Aanvullend heeft Arkance dit ook in de Extra bibliotheek zitten bij een aantal OBJECTEN
Arkance, graag even nalopen!"
"#199";"Inhoudelijke issues Release 5.1";"BOMOS";"";"";"opgenomen in releaseprotocol: 

# Inleiding

## Doel documentatie
Dit document beschrijft het releaseprotocol van de <abbr title=""Nederlandse CAD-standaard"">NLCS</abbr>.

## Releaseprotocol

### Voorbereiding
Voorafgaand aan een release wordt deze in GitHub opgenomen als [Milestone](https://github.com/nl-digigo/NLCS/milestones). De issues die in de release worden afgehandeld, worden gekoppeld aan deze milestone.

### Afhandeling issues
De geselecteerde issues worden één voor één beoordeeld door de expertcommissie. Bij fundamentele beslissingen wordt de keuze voorgelegd aan de beheercommissie. Vervolgens wordt de issue afgehandeld, met de uitwerking klaar in de beheeromgeving voor de release van een concept-publicatie.

Issues worden afgehandeld volgens [dit protocol](https://github.com/nl-digigo/NLCS/blob/main/instructies/RASCI%20Github%20issues%20NLCS.pdf).

### Publicatie concept
Na de afhandeling van issues wordt het concept van de release gepubliceerd.

### Openbare consultatie
Een openbare consultatie wordt gehouden om feedback te verzamelen van belanghebbenden.

### Test-implementatie softwareleveranciers
Vóór de definitieve publicatie wordt samen met de leveranciers getest, inclusief compatibiliteit met tekeningen van de twee eerdere versies die vanaf dat moment worden ondersteund.

### Verwerken issues
Eventuele nieuwe issues die tijdens de testfase naar voren komen, worden verwerkt.

### Definitieve publicatie
Na succesvolle tests en verwerking van issues wordt de definitieve versie gepubliceerd.

### Implementatieperiode
Er volgt een implementatieperiode waarin CAD softwareleveranciers zich voorbereiden op de overgang naar de nieuwe versie.

### Officiële release
Op het vastgestelde moment van officiële release kunnen eindgebruikers van CAD-software aan de slag met de nieuwe versie van de standaard."
"#211";"Inhoudelijke issues Release 5.1";"documentation | 3D softwaretemplates";"";"";"dit wordt meegenomen in een poging om tot een digideal te komen, samen met de bim basis infra. Wordt vervolgd, maar niet in deze issue"
"#212";"Inhoudelijke issues Release 5.1";"documentation | 3D softwaretemplates";"";"";"dit wordt meegenomen in een poging om tot een digideal te komen, samen met de bim basis infra. Wordt vervolgd, maar niet in deze issue"
"#236";"Inhoudelijke issues Release 5.1";"Symbolen | Vastgesteld-in-EC";"";"";"Als een symbool in de database is gekoppeld aan een object, erven de onderliggende objecten ook dit symbool. In die zin gaat het dus goed, als het symbool juist in een hogere laag is toegevoegd. 

Als het inderdaad zo is dat de toevoeging G, S of A in het informatieveld ELEMENT geen verbod inhoudt om de andere elementen te gebruiken dan heeft deze aanduiding in de database inderdaad geen toegevoegde waarde.  Dit wil ik wel checken voor ik het element volledig weghaal uit de database > even een aparte issue gemaakt #455"
"#239";"Inhoudelijke issues Release 5.1";"documentation | status&bewerking | Vastgesteld-in-EC";"";"";"@ElisabethKloren de tekst is te specifiek gemaakt.
Voldoende is:
Het object op de ingemeten locatie nadat het werk is uitgevoerd.

Voor 'puntobjecten', bomen, palen, lichtmasten e.d. worden afmetingen allemaal niet vastgelegd in een R-meting."
"#242";"Inhoudelijke issues Release 5.1";"documentation | kleuren | Vastgesteld-in-EC";"";"";"tekst opgenomen in de fb"
"#253";"Inhoudelijke issues Release 5.1";"NLCS Basis | Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"@NielsNederpel de verhardingensymbolen zijn inderdaad ook onder handen genomen.
Hier is een andere issue voor aanwezig. :-)"
"#255";"Inhoudelijke issues Release 5.1";"Vastgesteld-in-EC | Opgenomen in voorstel 5.1 (MHT)";"";"";"Zie ook issue #170 en #166 en #71"
"#256";"Inhoudelijke issues Release 5.1";"CAD<>GIS datatransformaties | eisen aan NLCS applicaties";"";"";"uitspraak beheercommissie juni 2024: dit is geen eis aan een NLCS-applicatie, daarmee moet je correcte NLCS modellen en tekeningen kunnen maken maar niet per sé datatransformaties kunnen uitvoeren."
"#257";"Inhoudelijke issues Release 5.1";"CAD<>GIS datatransformaties | eisen aan NLCS applicaties";"";"";"uitspraak beheercommissie: dit is geen eis aan een NLCS-applicatie, daarmee moet je correcte NLCS modellen en tekeningen kunnen maken maar niet per sé datatransformaties kunnen uitvoeren."
"#258";"Inhoudelijke issues Release 5.1";"documentation | duplicate | SO schaalbare objecten | Vastgesteld-in-EC";"";"";"Oplossen volgens #445"
"#259";"Inhoudelijke issues Release 5.1";"documentation | Vastgesteld-in-EC";"";"";"Dank, ik heb het inderdaad op deze manier overgenomen in de documentatie  https://nl-digigo.github.io/NLCS/requirementscadmodels/#eenheden"
"#276";"Inhoudelijke issues Release 5.1";"documentation | Lijnen | Vastgesteld-in-EC";"";"";"en inderdaad, er wordt niet gezegd welke regels er gebruikt worden om een lijndikte te kiezen bij een laag in de standaard, stond ook niet in de oude documentatie"
"#299";"Inhoudelijke issues Release 5.1";"duplicate | eisen aan NLCS applicaties";"";"";"dit issue is blijkbaar dubbel met #296, ik sluit het af"
"#311";"Inhoudelijke issues Release 5.1";"";"";"";"Excuus! Nu opgenomen in de dopcumentatie van eisen aan tekeningen en modellen en op GitHub geplaatst: https://nl-digigo.github.io/NLCS/requirementscadmodels/#voorbeeldtekeningen"
"#320";"Inhoudelijke issues Release 5.1";"disciplines | Vastgesteld-in-EC";"";"";"Ik heb de tekst aangepast naar:
1. De DISCIPLINE geeft het vakgebied aan waarop het model betrekking heeft en vormt voor de gebruiker een mogelijkheid voor de ordening of filtering van informatie in een CAD model.
2. NLCS schrijft niet voor welke objecten of hoofdgroepen binnen een discipline vallen. 
3. De DISCIPLINES die in NLCS zijn opgenomen, zijn weergegeven in onderstaande tabel.
4. De DISCIPLINE “XX” mag alleen worden toegepast in combinatie met de hoofdgroep “AL”.

Dit als voorbeeld meegegeven:
<aside class=""note"" title=""Gebruik disciplines afhankelijk van organisatie-specifieke afspraken"">
De disciplines worden door verschillende organisaties op verschillende wijze gebruikt: 
<ol><li>Een interpretatie is aanduiding van de herkomst van de getekende objecten. De discipline is dan de afdeling waar de tekening is opgesteld. 
<li>De ander ziet het als een indeling van soorten objecten en vult dan in bij welke hoofdgroepen welke discipline thuishoort. 
</ol>
</aside>"
